PUBLICATION_ID,PUBLICATION_TITLE,CONTENT,PUBLICATION_DATE
autoregulation-training-exercise,"Autoregulation to Improve Training, Exercise More Efficiently & Avoid Burnout","“Autoregulation” is a popular buzzword when it comes to fitness and training, but what does it actually mean and how can you work out smarter because of it?
## What is Autoregulation?
From a study by renowned scientist and bodybuilder Eric Helms, “autoregulation adjusts variables at an individualized pace per performance, readiness, or recovery.”
In another article, Helms wrote “autoregulation is simply a systematic approach to implementing something every trainer worth their salt knows is of supreme importance: the principle of individuality. … Autoregulation, simply put, is just a structured approach for embedding a respect for individual variation within a program.”
Basically what it means is that instead of following a strict training regimen, you should listen to your body and adjust your workload to fit what you’re capable of each day. Generally this is based on how you believe you are performing compared to previous workouts, or how difficult exercise feels in relation to what is normal for you.
## Why is Autoregulation Training Important?
To an extent, the concept of autoregulation training resembles the classic fable “The Tortoise and the Hare.” If you push yourself too hard, you’ll burn out (overtrain) and not “win” in the long run. Making fitness gains is “a marathon not a sprint,” so to speak.
It’s important to realize that you can’t actually get better every single time you work out, your body just isn’t built that way. Some days it is more equipped to take on heavy training loads than others and you won’t improve your fitness if your body isn’t ready to handle the stress you put it through.
Implementing methods of autoregulation into your training will better enable you to avoid injury and burnout, and allow you to achieve your fitness goals in a more efficient manner.",4/16/21
average-hrv-normal-heart-rate-variability,"What is an ""Average"" HRV? There's No Easy Answer","## Normal Heart Rate Variability
If heart rate variability (the measurement of the intervals between your heart beats) is a metric you’re not familiar with, here’s an explanation of what HRV is, and why it is such a valuable tool for athletes. HRV is also one of the primary components used to calculate WHOOP recovery.
One question we constantly get from WHOOP members is “What should my HRV be?” Unfortunately, there’s no easy answer as to what normal heart rate variability is.
It’s important to realize that HRV can vary widely from one individual to the next. For example, long-time WHOOP Member Scott Holtzman has an average daily HRV of 162. However, Holtzman is a professional UFC fighter (check out his feature story) who regularly works out three times per day. It’s not reasonable for most of us to try to compare ourselves to Scott.
On the other hand, ultra runner Robert Edminster is also an elite athlete. Edminster recently finished third overall in the Wasatch Front 100-Mile Endurance Run, one of the most grueling ultra races in the country. His average HRV last month was 47, among the lower 50% of all WHOOP users.
Age has an enormous effect on HRV as well–it falls off dramatically the older we get. Last summer, WHOOP Member Dave Hippensteel defended his title as the fittest 60-year-old on Earth. Hippensteel’s HRV is regularly in the low 40s.
Rather than worrying about what is “normal” or using other athletes’ heart rate variability as a barometer, it can be much more valuable to track your own trends in HRV.
Our Director of Software, Mark Flores, is a perfect example. Mark, who is 32 years old, has an average HRV over the last month of 33. “That’s gone down a bit since it got cold outside (this story was originally published December 18, 2017) and I started working out a little less,” he said.
Below is a three-month chart of Mark’s HRV data from when he first began working at WHOOP (and wearing a Strap) earlier this year:",12/18/17
average-hrv-normal-heart-rate-variability,"What is an ""Average"" HRV? There's No Easy Answer","You can see regular fluctuation in Mark’s HRV day by day, but also a clear trend upwards over time.
“Being a part of WHOOP and seeing how athletes use it has been tremendously inspiring for me,” Mark explained. “Since I first learned about HRV, I’ve been trying hard to increase it. My workouts used to be primarily weightlifting and yoga, but now I do cardio as well, which I hated until I saw the value of it in my data. I work out every day unless I’m sore or my Recovery is in the red, it usually ends up being about five or six days a week.”
Mark’s HRV went up and his overall fitness improved. “The cardio has helped my lifting and yoga too!” Mark added.
Learn More:
The Ultimate Guide to HRV
Normal Heart Rate Variability: Average HRV Range by Age and Gender
What is a Good HRV?
How to Increase Your Heart Rate Variability
Training with HRV",12/18/17
average-sleep-stages-time,How Much Time Should You Spend in Each Stage of Sleep?,"How Much Time Should You Spend in Each Sleep Stage?
Below is a graphic depicting the average amount of time WHOOP members spend in each of the 4 stages of sleep on a nightly basis, as well as the percentage of total time each stage represents.
WHOOP MEMBERS’ AVERAGE SLEEP TIME & PERCENTAGE BY STAGE OF SLEEP
It’s worth noting that for the most part our members are people who are interested in tracking their physiological data 24/7 and improving their overall performance, so it’s likely they make more of an effort to get quality sleep than the general population as a whole.
Every human body is different, and the amount of sleep we need varies from person to person. The middle 50% of all WHOOP members average the following per night:
3:28-3:59 of light sleep (44-51%)
3:28-3:59 of light sleep (44-51%)
1:44-2:00 of REM sleep (22-26%)
1:44-2:00 of REM sleep (22-26%)
1:23-1:32 of deep sleep (17-20%)
1:23-1:32 of deep sleep (17-20%)
0:43-0:50 awake (9-11%)
0:43-0:50 awake (9-11%)
## How Much Sleep Should You Get?
Looking at the graphic above, if you subtract the time awake from the total, WHOOP members average 7:02 of sleep each night. The middle 50% range between 6:42 and 7:24.
However, there’s obviously a difference between how much sleep people actually get and how much they should get.
The WHOOP Sleep Planner tells you exactly how much sleep you need each night (based on strain your body accumulates during the day, sleep debt left over from previous nights, and any potential naps), and makes recommendations for exactly when to go to bed and wake up in order to optimize your sleep.
Learn More:
Can You Get Too Much REM Sleep? Are You Getting Enough?
WHOOP Data Insights for How to Increase Deep Sleep
How Does WHOOP Measure Sleep, and How Accurate is It?
Understanding Circadian Rhythm & Benefits of Maintaining It with Sleep Consistency",8/28/20
average-sleep-stages-time,How Much Time Should You Spend in Each Stage of Sleep?,"There are 4 stages of sleep that your body experiences each night (usually spanning 3-5 sleep cycles): Light sleep, deep sleep (also referred to as slow wave sleep or SWS), REM sleep and awake. For a more in-depth explanation of how this works, check out Understanding Sleep Cycles and the Stages of Sleep.
Below we’ll give a brief overview of the 4 sleep stages, then break down what’s normal for how much time you should be spending in all of them.
## The 4 Stages of Sleep
### 1. LIGHT SLEEP
1. LIGHT SLEEP
Light sleep occurs as you transition to deep sleep. It has minimal restorative impact and you can be easily awakened during it. Your body is more responsive to its environment in this stage.
### 2. DEEP SLEEP (SWS)
2. DEEP SLEEP (SWS)
Deep sleep, known as the “physically restorative” stage of sleep, is when your muscles and tissues repair themselves and cells regenerate. The body produces 95% of human growth hormone during this time. It is often difficult to wake up during deep sleep, and when you do you are likely to feel groggy and disoriented.
### 3. REM SLEEP
3. REM SLEEP
REM sleep is the “mentally restorative” stage, during which your brain converts short-term memories made during the day into long-term ones. The brain is also very active during REM sleep (REM stands for “rapid eye movement”), and your heart rate and respiratory rate increase. Additionally, it is when your most vivid dreams occur.
### 4. AWAKE
4. AWAKE
This is included as a stage of sleep because it is normal to be awake for several brief periods of time throughout the night while you are “sleeping.” Referred to as arousals (“disturbances” in the WHOOP app), it is common to experience as many as 10-20 over the course of a night’s sleep. They only last for minutes at a time and you’re generally not conscious of them, but they can add up to significant sleep loss.
Read more about the differences between deep sleep and REM.",8/28/20
barbells-for-boobs-breast-cancer-research,WHOOP Partners with Barbells for Boobs to Further Breast Cancer Research,"October is Breast Cancer Awareness Month, and WHOOP is proud to announce our partnership with Barbells for Boobs in the fight against this deadly disease.
One in eight women will be diagnosed with breast cancer during their lifetime. Additionally, 58% of women with breast cancer suffer from cancer related depression and 32% experience general anxiety disorder.
WHOOP and Barbells for Boobs, a 501(c)3 non-profit organization, will work together in an effort to contribute to research being done in this space. The goal is to improve the lives of breast cancer survivors post-diagnosis, and to help to reduce the risk of breast cancer by emphasizing the importance of appropriate levels of sleep, exercise and recovery.
Barbells for Boobs’ mission states:
“We are a community taking action in breast cancer by providing support and education to incorporate physical activity as the foundation for breast cancer risk reduction, treatment, and survivorship. We are improving the quality of life and outcomes in individuals impacted by breast cancer.”",10/1/20
barbells-for-boobs-breast-cancer-research,WHOOP Partners with Barbells for Boobs to Further Breast Cancer Research,"GOING FORWARD
Over the next several months, WHOOP will continue to highlight the great work being done by Barbells for Boobs within their community.
In addition to evolving the case study towards clinical trials facilitated in collaboration with Barbells for Boobs’ Chief Medical advisor Dr. Oliver Glass, we will co-author educational content on how Barbells for Boobs supports breast cancer survivors, as well as the importance of training, sleep and recovery pre and post diagnosis.
Learn more about how WHOOP Unite can support research studies",10/1/20
barbells-for-boobs-breast-cancer-research,WHOOP Partners with Barbells for Boobs to Further Breast Cancer Research,"CASE STUDY
To begin our research, we are conducting a case study examining WHOOP data (sleep, resting heart rate, heart rate variability and more) from a number of cancer survivors in the Barbells for Boobs community.
Phase 1 of the study will establish the participants’ baseline metrics and observe trends. In Phase 2, based on the initial data various interventions will be recommended to each subject depending on where they need the most help. For example, we suspect many may be sleeping poorly, so behaviors will be suggested to boost the quality of their sleep.
In Phase 3, we’ll look for any changes (hopefully improvements) in the data based on the interventions made, and use this to lay the groundwork for more extensive research going forward.
From Kristen Holmes, our VP of Performance Science who will be facilitating the study:
“There are significant gaps in the research on how to implement sustainable lifestyle changes in this population. Our ultimate goal is to identify specific behaviors related to sleep, movement, stress management and recovery, that will improve the resilience and overall quality of life of these individuals. We have a real opportunity to use the data to develop a coherent ‘playbook’ that will focus effort and improve outcomes.”
### SPECIAL EDITION BAND
To further support the cause, we’ve created a custom Barbells for Boobs band for your WHOOP Strap, now available in our online store. It features the pink and white Barbells for Boobs logo, displayed on an Onyx ProKnit band with a matching white hook.
The band sells for $25, with 100% of all proceeds going directly to Barbells for Boobs to help facilitate future research and education.
A custom Barbells for Boobs band can be purchased for your WHOOP strap to help fight breast cancer.",10/1/20
bat-boy-to-bronze-medalist-9-questions-with-snowboarder-alex-deibold,‘Bat Boy’ to Bronze Medalist - Snowboarder Alex Deibold Answers 9 Questions,"“I raced boardercross [snowboard cross], which was introduced to the Olympics in 2006. I was only 19 years old then, and I wasn’t really in the mix for the run up to those games. But by 2010, I’d had a handful of years of international experience from World Cup, World Championships and X Games and I knew I could contend. Unfortunately, I came up just a bit short of making the team.
However, I got an opportunity to go to the 2010 Vancouver games as a staff member. I was a wax technician for my team, which is sort of the equivalent of a bat boy in baseball or a caddie in golf. I prepped all of my teammates equipment. It was really challenging when I was there, watching all my teammates competing for this life-long dream that I’d always wanted. But at the same time, I got to see what the Olympics were like from behind the scenes, it was a super important experience. Not only did it motivate me big time to train ever harder over the course of the next 4 years, I learned a ton about what it’s like to compete at the games.
In 2014, I managed to make the Olympic team and was fortunate enough to bring home a medal. I think a lot of that was due to the insight I gained in 2010.”
Two years ago today. Still grateful. #TBT #Olympics
A post shared by Alex Deibold (@adeibold) on Feb 18, 2016 at 6:49pm PST
How did you find out about WHOOP?
“It was last summer, one of my teammates brought it to the attention of my coach. He took a good look and thought it’d be a great training tool. My coach and I are huge data nerds. We’re very much into all the latest tracking devices and I’ve always been really committed to fitness and training. WHOOP provided another way to try and gain an advantage by looking into our metrics.”
What do you like best about it?",2/6/18
bat-boy-to-bronze-medalist-9-questions-with-snowboarder-alex-deibold,‘Bat Boy’ to Bronze Medalist - Snowboarder Alex Deibold Answers 9 Questions,"Alex Deibold won a bronze medal in snowboardcross at the 2014 Winter Olympics in Sochi. We spoke to Alex last month about his introduction to the sport, his fascinating journey to the medal podium four years ago, and how he incorporates WHOOP into his training. Unfortunately, Alex fell just shy of making the U.S. team for PyeongChang.
When did you first get into snowboarding?
“Growing up, skiing and snowboarding were always a big part of what my family did. We used to drive from Connecticut to Vermont every weekend with my aunts, uncles and cousins. I started skiing at age 2 and snowboarding at age 4–right about when it began getting some mainstream attention and popularity. I sort of came into it on my own though. My parents never pushed me into sports, I was always pretty self driven. I saw snowboarding and asked my mom if I could try it, so she got me a snowboard for Christmas.”
At what point did you start really taking it seriously?
“When I was 8 years old, there was an event at my local mountain that I asked to sign up for. That was my very first competition. I won my first event and caught the bug. From then on, I competed more and more consistently as I got older. When I was in high school, I was recruited to go to a ski academy in Stratton, VT. My sophomore year, my family picked up shop and moved to Vermont full time. Soon after that, I began competing professionally in half-pipe and slopestyle. As a high school senior in 2004, I was named to the inaugural US snowboard team. That was when I realized there was potential for me to actually make a career out of it. I started traveling and competing more internationally, and here I am today.”
Your Olympic story is pretty amazing, tell us about that.",2/6/18
bat-boy-to-bronze-medalist-9-questions-with-snowboarder-alex-deibold,‘Bat Boy’ to Bronze Medalist - Snowboarder Alex Deibold Answers 9 Questions,"“The taper term doesn’t apply to us in the same way that it does for a marathon runner or a speed skater. There’s not enough time left to put in a major effort to make big gains, but you also want to do as much work as possible to maintain where you’re at. I’ve been home for the last couple weeks, getting a pretty hard training block in right now to do a little midseason tuneup. We’re about to fly to Europe for the last Olympic qualifying World Cup event, then we come home for a week before the team travels to Korea.
At this point in the season, it’s really all about maintenance. Right now I’m doing 2-3 days a week in the gym, and on snow 3-4 days a week if the weather cooperates. Basically just all the little work, making sure all systems are good to go.”
How do you handle all that travel?
“I’ve been fortunate to travel quite a bit over the course of my career, so I’m quite familiar with jet lag and how it can wreak havoc. That’s another thing I love about WHOOP, not only being able to track how my Recovery fluctuates through heavy training loads, but also what flying to South America or Europe does to it. I’m a big fan of sleep aids on the plane, I take melatonin when I travel across time zones to try and adjust my body clock as soon as possible.
Do you have a tip for best fighting jet lag?
Do you have a tip for best fighting jet lag?
Whenever I arrive overseas I always like to get a light workout in the day I arrive. Whether it’s a 30-minute run, or some light core yoga, anything to just get a little bit of a sweat on and get my system awake and going. Sometimes we travel to places where we don’t have access to a gym, and then maybe it’s taking a long walk or a hike in the mountains to shake out the jet lag. I mention that because it’s applicable to everybody. It’s not hard to do and it makes such a huge impact in terms of adjusting your body to the right time zone as quickly as possible.”
RELATED:",2/6/18
bat-boy-to-bronze-medalist-9-questions-with-snowboarder-alex-deibold,‘Bat Boy’ to Bronze Medalist - Snowboarder Alex Deibold Answers 9 Questions,"From the Backyard to the Olympics, Literally – Tucker West’s Story
‘Ultimate Sledding’ – 9 Questions with Team USA’s Chris Mazdzer
“My Quest for Glory on the Sled” by Kendall Wesenberg, Team USA Skeleton",2/6/18
bat-boy-to-bronze-medalist-9-questions-with-snowboarder-alex-deibold,‘Bat Boy’ to Bronze Medalist - Snowboarder Alex Deibold Answers 9 Questions,"Make sure to check out @whoop on Instagram, Twitter and Facebook.",2/6/18
bat-boy-to-bronze-medalist-9-questions-with-snowboarder-alex-deibold,‘Bat Boy’ to Bronze Medalist - Snowboarder Alex Deibold Answers 9 Questions,"“WHOOP is extremely useful for fine tuning my training regimens. It really helps me when I’m working with my strength coach to plan appropriately if I have a race coming up. One of the first things I noticed over the course of the summer was how my Recovery would dip dramatically after a few continuous days of hard training:
I’ve gotten much better at not overextending myself in the run up to an event or an important on-snow training block. WHOOP allows us to tailor my workouts and taper appropriately, so that I can be firing on all cylinders when it matters most.”
What kind of training do you do?
“The cool part about boardercross is that it uses so many different systems. Even though our races are only about a minute long, you still need a really high aerobic capacity. It’s an incredibly high anaerobic workout–our heart rates get upwards of 180, 190, close to 200–but you also have to be able to do 4 or 5 runs in a short period of time to make a finals, so endurance comes into play when you repeat those efforts over and over again.
Power is also extremely important. When we’re in the gym, we’re doing very well-rounded training. We have something called a power block, which is a lot of Olympic lifting. We also do power endurance stuff similar to what people consider CrossFit. I think of it as ‘high-intensity intervals.’ We do lots of low-intensity long-term endurance stuff too. We call that ‘A1,’ things like riding a bike for anywhere from 45 minutes to 2 hours. It’s really varied.”
Are you tapering and cutting back your training this month?
[Editor’s note: We spoke to Alex on Thursday, January 11]",2/6/18
battle-cancer-partnership,WHOOP Partners with Battle Cancer to Support Cancer Survivors with a Fully Funded Life-Changing Program,"LONDON, February 4, 2022 – On World Cancer Prevention Day, global fitness fundraising event organization, Battle Cancer, and world-leading human performance company, WHOOP, announce they have joined forces to help eradicate medical and fitness stigmas around exercise post-cancer through The Battle Cancer Program – a free, 12-week program starting in March 2022 at various locations across the UK, USA, Germany, Dubai, and Brazil. The Program will integrate WHOOP™ wearable technology to deliver data-driven interventions to support individually optimized programming results.
The Battle Cancer Program (BCP): Post cancer treatment has traditionally focused on clinical interventions and missed the host of research backed concurrent benefits offered by lifestyle interventions and the biological impact of movement and exercise on recovery*.
The aim of the 12-week program is to engage people who have experienced cancer in a meaningful, structured, and progressive exercise rehabilitation program, supported by medical research and evidence, that builds physical confidence and independence, and a belief in a better quality of life and health for the future. The environments that house the BCP are inspiring and inclusive, and most importantly non-medical.
The BCP adheres to the best practice in terms of physical rehabilitation yet is distinctly different to the common means of assisted recovery through exercise. Firstly, the BCP is housed within the world’s best gym facilities and delivered by the most highly skilled and experienced fitness professionals operating within the global sector. Secondly, the focus of the exercise sessions is to instill life-long compliance with exercise as a behavior, and not merely as a means of short-term intervention. The BCP is a new beginning for those who choose to enroll and the first step towards believing and achieving new standards of health and fitness.",2/4/22
battle-cancer-partnership,WHOOP Partners with Battle Cancer to Support Cancer Survivors with a Fully Funded Life-Changing Program,"Briain Curtin, International Marketing Director at WHOOP says “WHOOP is thrilled to be in partnership with Battle Cancer in 2022, across the Battle Cancer Program and Events. Our hope is that WHOOP will add to the great work being done by the Battle Cancer team, providing key data, research and support to all involved.”
To Register:
Visit The Battle Cancer Program and complete the form
A member of the team will then contact you with more information and a medical questionnaire
You’ll then be set up with a start date at the Battle Cancer Program host gym close to you and assigned your coach
Begin the 12-week program: Attend two one-hour classes per week for 12 weeks to kickstart rebuilding your strength and fitness At the start of the program you will be tested on a variety of movements** and then re-tested at the end of the program to track performance and results
Link HERE to imagery.",2/4/22
battle-cancer-partnership,WHOOP Partners with Battle Cancer to Support Cancer Survivors with a Fully Funded Life-Changing Program,"Participants and coaches from The Battle Cancer Program will review their data to monitor how members respond to interventions, crucially the 24hr biometric feedback provides insights not only during the 1-hour gym session, but also in the other 23hrs of the day when adaptation is occurring.
WHOOP will also be providing partakers with a playbook on their top findings from an extensive library of research and data: this will offer insights such as how to sleep well and improve HRV, having a knock-on effect of getting the most from training and achieving the ultimate goal of optimal recovery.
Scott Britton, founder of Battle Cancer states “This partnership with WHOOP allows Battle Cancer to do something truly wonderful in the next step of post cancer recovery, to truly put the recovery back into the hands of the participant and allow people to monitor and learn their own bodies whilst taking part in the program is the most exciting thing to me. To empower the person, community and wider fitness industry is in the heart of everything we try and do at Battle Cancer and WHOOP will help us take this to the next level. We will also have a mountain of data to convince those institutions and industries that life after cancer can be so much more, we can push the participants so much more and make so much more of a world-wide impact.”
Dr. Colin Robertson, Director of Science and Research at The Battle Cancer Program comments “Working with WHOOP gives us an invaluable insight to monitoring those changes that matter most. Our programming is all about making meaningful changes that will enhance and galvanize people’s health and fitness. By equipping our clients and coaches with WHOOP technology we will be able to track those changes that shape the futures of the people we support.”",2/4/22
battle-cancer-partnership,WHOOP Partners with Battle Cancer to Support Cancer Survivors with a Fully Funded Life-Changing Program,"About Battle Cancer
Battle Cancer is the world’s leading functional fitness fundraising competition. Founded in 2018 by husband and wife Scott and Freya Britton, the first fitness event in Manchester raised £38K. Today, Battle Cancer run fundraising events in 8 countries and have raised over £2.4 million for cancer charities around the world. Cancer has affected so many people and Battle Cancer brings everyone together to fight back with a celebration of fitness and fundraising. The Battle Cancer mission is to inspire, support and unite people with one goal: kicking cancer into the dust. Visit www.battlecancer.com to find out more.
*Sources:
Kessels E, Husson O, and van der Feltz-Cornelis, CM, The effect of exercise on cancer-related fatigue in cancer survivors: a systematic review and meta-analysis. Neuropsychiatric Disease and Treatment. 2018; 14: 479-494. (PubMed) (Google Scholar)
Patrick DL, Ferketich SL, Frame PS, et al. National Institutes of Health State-of-the-Science Panel National Institutes of Health State-of-the-Science Conference Statement: symptom management in cancer: pain, depression, and fatigue, July 15–17, 2002. J Natl Cancer Inst Monogr. 2004;(32):9–16. [PubMed] [Google Scholar]
Cramp F, Byron-Daniel J. Exercise for the management of cancer-related fatigue in adults. Cochrane Database Syst Rev. 2012;(11):CD006145. [PubMed] [Google Scholar]
Mustian KM, Alfano CM, Heckler C, et al. Comparison of pharmaceutical, psychological, and exercise treatments for cancer-related fatigue: a meta-analysis. JAMA Oncol. 2017;3(7):961–968. [PMC free article] [PubMed] [Google Scholar]
Humpel N, Iverson DC. Depression and quality of life in cancer survivors: is there a relationship with physical activity? Int J Behav Nutr Phys Act. 2007; 4:65. [PMC free article] [PubMed] [Google Scholar]",2/4/22
battle-cancer-partnership,WHOOP Partners with Battle Cancer to Support Cancer Survivors with a Fully Funded Life-Changing Program,"About WHOOP
WHOOP, the human performance company, provides a membership for 24/7 coaching to improve fitness and health. The WHOOP membership comes with free hardware, a coaching platform designed to optimize your behavior, and a community of high performers. WHOOP members include professional athletes, Fortune 500 CEOs, fitness enthusiasts, military personnel, frontline workers and anyone looking to improve their performance. Studies show WHOOP can positively change behavior, increase sleep, and improve physiological biomarkers. Founded in 2012, WHOOP is based in Boston and has raised more than $400 million in venture capital. Visit whoop.com for the latest company news and connect with WHOOP on Instagram, Twitter, Facebook, and YouTube.",2/4/22
battle-cancer-partnership,WHOOP Partners with Battle Cancer to Support Cancer Survivors with a Fully Funded Life-Changing Program,"Beyond the physical results, the program also provides a deeply connected community for individuals who often find themselves isolated and marginalized; ultimately building confidence in their bodies and exercising. Key is the reassurance provided for partakers over common misconceptions from doctors, PTs, and other fitness and medical professionals, who often treat patients as too fragile, prolonging their recovery to full health.
In 2021 Battle Cancer ran their first ever program which saw outstanding results across the board on strength movements they were tested on, including average increases of:
64% increase in back squat
57% increase in deadlift
130% increase in strict press
The compliance rate was also highly positive with 84% of people completing the full 12 weeks
Now in 2022 with WHOOP onboard, Battle Cancer hopes to utilize the power of 24-hour biometric data to enhance and optimize results for participants.
About the role of WHOOP: Each participant will wear a WHOOP 4.0, a wearable device which monitors sleep, recovery and daily effort around the clock, during the entirety of the training cycle, offering real-time, quantitative personalized data. This will allow participants to avoid second guessing how they feel and encourage them to train if their recovery score, calculated from the previous 24 hours data including HRV, resting heart rate and sleep performance, is satisfactory.
Strain is another key feature, unique to WHOOP, which will be integral to participants’ approach to training. The value measures the cumulative cardiovascular load a participant’s body takes on in 24 hours, as well as giving a score for individual activities and includes data from internal stressors.",2/4/22
bear-crawl-marathon-strain,The Strain of Bear-Crawling a Marathon,"1 mile with with 30 lbs dumbbells in each hand ? swipe to see my favorite core exercise. . . . I learned the “navy seal sit up” when I went to the military academy for high school. The key is to not let your hands move away from your body. Only use your core to pull yourself up. One hand on your stomach the other behind your head. One leg straight, one leg bent. This will help you take away any momentum you normal sneak into your core routine. . . Tag the first person you are working out with when gyms reopen & compliment them! . . . #performixhouse #gymshark #menshealth #womenshealth #beachworkout #fitops #2020BearCrawl #mentalhealth _______________________________________
A post shared by Devon Lévesque (@devonlevesque) on May 19, 2020 at 5:06am PDT
Last July, Devon bear-crawled a world-record 12.5 miles in 10.5 hours as a “practice round” of sorts. His key takeaway was that he needed to protect his hands. For the marathon, he wrapped them in roughly 9 layers of tape in order to prevent blisters.
6 Days Out ? . . . I’ll post my 26.2 mile bear Crawl route breakdown tomorrow! If you are around in NYC, come say hi! I will probably be in a lazer focused mentalitly but excited to see people join during the crawl and at the finish point in Central Park South. . . @fitops_foundation @gymshark . @rickytiburcio #fitopsfoundation #mentalhealth #suicideprevention #mentalhealthawareness #suicideawarness
A post shared by Devon Lévesque (@devonlevesque) on Oct 24, 2020 at 8:06am PDT
On the morning of October 30, Devon woke up in the green with a 67% recovery after a solid 7 hours of sleep. His heart rate variability was 149 and his resting heart rate was 39 bpm–his body was well prepared to take on this massive challenge.",11/9/20
bear-crawl-marathon-strain,The Strain of Bear-Crawling a Marathon,"The 2020 New York City marathon was originally scheduled for November 1 of this year. Due to the COVID-19 pandemic it didn’t happen, and instead became a virtual event runners could do in their hometowns on a date of their choosing.
WHOOP member Devon Levesque, a 28-year-old NYC-based trainer and fitness expert, began the marathon in Brooklyn on Friday, October 30, and finished it in Central Park on Saturday, October 31. It took him 20 hours and 48 minutes to complete the race. Why?
Rather than running 26.2 miles, he bear-crawled it.
Thank You. ? I Completed a 26.2 mile bear crawl in 20 hrs and 48 minutes with 36 °F weather and some sweet people! I’m very fortunate to have such a strong support system in all of you. I’m going to get more in depth on what my mind and body were going through on some upcoming podcasts… but I was definitely in a different mental state that was pretty interesting. I had the right people around me and God looking over me. We are well over our fundraising goal for @fitops_foundation and still growing (I will announce the final dollar amount on Veterans Day, Nov 11th.) I am sore, feeling very accomplished and eager to do more things to bring awareness to some incredible foundations. Seriously thank you to everyone! ?❤️ Overcome the impossible. . #mentalhealth #suicideprevention #fitopsfoundation ? @rickytiburcio & @kdevesty
A post shared by Devon Lévesque (@devonlevesque) on Nov 2, 2020 at 2:40pm PST
Devon took on this challenge in an effort to raise money for FitOps, an organization that helps veterans find careers in fitness as coaches and trainers. His goal was also to increase awareness for veteran mental health and suicide prevention. When Devon was 16 years old, his father took his own life.
In order to ensure he could actually accomplish this feat, Devon began getting ready for it over a year ago, putting in 4-6 hours of work every day. How do you train to bear-crawl a marathon?",11/9/20
bear-crawl-marathon-strain,The Strain of Bear-Crawling a Marathon,"Below is Devon’s real-time heart rate data from when he started his journey at 5 pm Friday evening, through when he finished just before 2 pm Saturday afternoon. While you can see it dip during his brief rest periods, his HR peaked at 167 and for the most part stayed in the 125-150 range for nearly 21 straight hours.
Devon Levesque’s live heart rate over a 21-hour span while bear-crawling 26.2 miles.
Additionally, Devon posted a strain of 20.5 (a measure of cardiovascular exertion on a scale of 0-21) during his crawl, and burned roughly 11,400 calories.
Almost as impressive as the all-out effort Devon put forth to complete the bear-crawl marathon, the day afterwards his recovery was still 52%. But as to be expected, it obviously took a little time for his metrics to bounce back to normal. A week after the race, Devon posted on his Instagram “[My] body feels good, I’m about 60% recovered.”",11/9/20
beauty-sleep-circadian-synergy-skin-health,Beauty Sleep: The Connection Between Circadian Synergy & Skin Health,"⁣Meal Timing
Timing your meals effectively helps promote “circadian synergy.” I do my best to eat with the sun. Skin health, and our overall health, is not just about what we eat–of equal importance is when we eat. I try to eat while it’s light, and limit what I eat during hours when it is dark (with a hard stop at 7 pm). I see in my WHOOP data the earlier I eat dinner, the better I sleep and the better I feel and look the next day.⁣",12/18/20
beauty-sleep-circadian-synergy-skin-health,Beauty Sleep: The Connection Between Circadian Synergy & Skin Health,"The Need for Circadian Alignment
Circadian rhythm disruption has been implicated in a wide variety of dermatologic conditions. By understanding and adopting basic behaviors that contribute to circadian alignment, we can then start to create a foundation that enables our underlying biological processes to function in the most optimal way.
In principle, the less friction we create for our body to do what it wants to do on the inside, the more benefits we will observe on the outside.",12/18/20
beauty-sleep-circadian-synergy-skin-health,Beauty Sleep: The Connection Between Circadian Synergy & Skin Health,"More Key Behaviors to Improve Skin Health
### Reduce Sugar Intake
Research indicates that elevated glucose levels can speed up the aging of the skin and create conditions that lead to acne. The biggest culprit that creates an obvious elevation in glucose levels is, no surprise, sugar. Excess sugar in the body appears to speed up processes associated with:
poor function of structural proteins like collagen & elastin
thinning of skin
reduced blood flow
decreased pigment production
a degradation in cell turnover and replication
Excess sugar also can cause inflammation. Chronic low-grade inflammation produces enzymes that break down collagen and elastin, resulting in more visible fine lines and less elasticity.⁣
### ⁣Buffer Stress with Rest
Stress can spike insulin levels (just like eating sugar can). When we allow stress to build without giving ourselves time to rest we end up releasing too much cortisol. This biochemical imbalance interferes with your ability to fall asleep at night and will also fragment sleep, leading to less time in deeper restorative stages and more time in light and awake stages.
The effects of stress are particularly correlated with acne breakouts, as well as dull, dry and tired looking skin. Building in moments of rest (diaphragmatic breathing is a great option) after acute stressors is a key skill that will help drive quality sleep, which will in turn lead to healthier, younger looking skin.",12/18/20
beauty-sleep-circadian-synergy-skin-health,Beauty Sleep: The Connection Between Circadian Synergy & Skin Health,"⁣Prioritize Water
Water solves for a lot. Want to boost metabolism? Have some water! Proper hydration can boost your body’s ability to burn fat. A study published in the Journal of Clinical Endocrinology & Metabolism found that consuming water (about 17 oz) increases metabolic rate by 30% in healthy men and women. Want to improve your focus? Drink some water! Your brain needs a lot of oxygen to function at optimum levels, so drinking plenty of water ensures that it’s getting all it needs.
Want better looking skin? Again, water! It replenishes skin tissue and skin cells, plus it improves your skin’s elasticity.",12/18/20
